land,rb,kreis,vb,gemeindename,_ars_gemeinde,kennzeichen,flaeche_km2,bev_geseamt,bev_maennl,bev_weibl,bev_pro_km2,plz,longitude,latitude,reisegebiet_name,urbanisierung_cat
Schleswig-Holstein,,Herzogtum Lauenburg,Wentorf bei Hamburg,Wentorf bei Hamburg,010530129129,Kreisangehörige Gemeinde,6.87,13439,6426,7013,1956,21465,"10,2519","53,491012",übrig. Schleswig-Holstein,dicht besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Behlendorf,010535308008,Kreisangehörige Gemeinde,10.25,381,186,195,37,23919,"10,667846","53,699475",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Berkenthin,010535308009,Kreisangehörige Gemeinde,10.34,2082,1018,1064,201,23919,"10,638221","53,734488",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Bliestorf,010535308011,Kreisangehörige Gemeinde,10.35,663,321,342,64,23847,"10,602527","53,768797",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Düchelsdorf,010535308024,Kreisangehörige Gemeinde,3.01,166,86,80,55,23847,"10,580373","53,737072",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Göldenitz,010535308034,Kreisangehörige Gemeinde,5.06,228,115,113,45,23919,"10,631501","53,722025",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Kastorf,010535308061,Kreisangehörige Gemeinde,6.9,1105,553,552,160,23847,"10,570134","53,748875",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Klempau,010535308067,Kreisangehörige Gemeinde,10.07,611,331,280,61,23628,"10,660387","53,762851",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Krummesse,010535308075,Kreisangehörige Gemeinde,3.35,1718,813,905,513,23628,"10,641961","53,780123",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Niendorf bei Berkenthin,010535308094,Kreisangehörige Gemeinde,3.99,196,92,104,49,23919,"10,626158","53,702417",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Rondeshagen,010535308103,Kreisangehörige Gemeinde,9.51,812,410,402,85,23919,"10,629717","53,753642",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Berkenthin,Sierksrade,010535308120,Kreisangehörige Gemeinde,4,433,236,197,108,23847,"10,600344","53,736555",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Alt-Mölln,010535313002,Kreisangehörige Gemeinde,6.44,848,426,422,132,23881,"10,658165","53,622775",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Bälau,010535313005,Kreisangehörige Gemeinde,6.5,230,106,124,35,23881,"10,621739","53,616381",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Borstorf,010535313013,Kreisangehörige Gemeinde,8.64,300,143,157,35,23881,"10,564234","53,613074",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Breitenfelde,010535313014,Kreisangehörige Gemeinde,12.54,1953,975,978,156,23881,"10,632977","53,605112",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Grambek,010535313037,Kreisangehörige Gemeinde,12.66,492,239,253,39,23883,"10,68068","53,574025",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Hornbek,010535313056,Kreisangehörige Gemeinde,5.89,188,91,97,32,21514,"10,648548","53,5589",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Lehmrade,010535313084,Kreisangehörige Gemeinde,11.4,594,303,291,52,23883,"10,752721","53,5947",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Niendorf/ Stecknitz,010535313095,Kreisangehörige Gemeinde,8.41,653,319,334,78,23881,"10,609244","53,587228",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Schretstaken,010535313113,Kreisangehörige Gemeinde,8.47,489,256,233,58,21493,"10,539293","53,586533",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Talkau,010535313125,Kreisangehörige Gemeinde,4.88,516,268,248,106,21493,"10,568741","53,576852",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Breitenfelde,Woltersdorf,010535313134,Kreisangehörige Gemeinde,7.9,305,161,144,39,21516,"10,640176","53,576862",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Besenthal,010535318010,Kreisangehörige Gemeinde,12.65,92,48,44,7,23899,"10,743239","53,530139",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Bröthen,010535318015,Kreisangehörige Gemeinde,10.69,311,157,154,29,21514,"10,667034","53,480281",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Büchen,010535318020,Kreisangehörige Gemeinde,16.85,6093,2998,3095,362,21514,"10,616482","53,480926",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Fitzen,010535318029,Kreisangehörige Gemeinde,9.11,364,192,172,40,21514,"10,64667","53,493942",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Göttin,010535318035,Kreisangehörige Gemeinde,5.21,65,29,36,12,21514,"10,70343","53,533746",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Gudow,010535318046,Kreisangehörige Gemeinde,42.25,1672,852,820,40,23899,"10,77219","53,555336",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Güster,010535318048,Kreisangehörige Gemeinde,7.78,1300,662,638,167,21514,"10,680583","53,53952",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Klein Pampau,010535318064,Kreisangehörige Gemeinde,4.17,648,330,318,155,21514,"10,586656","53,512681",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Langenlehsten,010535318080,Kreisangehörige Gemeinde,23.37,147,67,80,6,21514,"10,740533","53,499907",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Müssen,010535318092,Kreisangehörige Gemeinde,11.46,1165,581,584,102,21516,"10,562546","53,494346",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Roseburg,010535318104,Kreisangehörige Gemeinde,16.24,530,264,266,33,21514,"10,624215","53,530505",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Schulendorf,010535318115,Kreisangehörige Gemeinde,11.38,448,224,224,39,21516,"10,561815","53,47331",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Siebeneichen,010535318119,Kreisangehörige Gemeinde,4.68,250,124,126,53,21514,"10,618693","53,510828",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Tramm,010535318126,Kreisangehörige Gemeinde,6.74,347,174,173,51,21516,"10,614693","53,56324",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Büchen,Witzeeze,010535318132,Kreisangehörige Gemeinde,10.46,905,416,489,87,21514,"10,610144","53,452652",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Hohe Elbgeest,Aumühle,010535323003,Kreisangehörige Gemeinde,3.48,3265,1551,1714,938,21521,"10,313492","53,528598",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Hohe Elbgeest,Börnsen,010535323012,Kreisangehörige Gemeinde,8.41,4796,2354,2442,570,21039,"10,285588","53,476743",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Hohe Elbgeest,Dassendorf,010535323023,Kreisangehörige Gemeinde,7.94,3405,1689,1716,429,21521,"10,372665","53,488608",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Hohe Elbgeest,Escheburg,010535323028,Kreisangehörige Gemeinde,8.91,3461,1735,1726,388,21039,"10,309429","53,46713",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Hohe Elbgeest,Hamwarde,010535323050,Kreisangehörige Gemeinde,6.67,867,420,447,130,21502,"10,421397","53,452847",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Hohe Elbgeest,Hohenhorn,010535323053,Kreisangehörige Gemeinde,6.93,545,277,268,79,21526,"10,367611","53,475734",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Hohe Elbgeest,Kröppelshagen-Fahrendorf,010535323072,Kreisangehörige Gemeinde,8.37,1330,670,660,159,21529,"10,315197","53,488589",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Hohe Elbgeest,Wiershop,010535323131,Kreisangehörige Gemeinde,5.15,204,105,99,40,21502,"10,451895","53,442501",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Hohe Elbgeest,Wohltorf,010535323133,Kreisangehörige Gemeinde,5.97,2398,1174,1224,402,21521,"10,291254","53,517253",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Hohe Elbgeest,Worth,010535323135,Kreisangehörige Gemeinde,6.07,189,89,100,31,21502,"10,408431","53,467545",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lütau,Basedow,010535343006,Kreisangehörige Gemeinde,7.47,653,325,328,87,21483,"10,583592","53,416151",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lütau,Buchhorst,010535343019,Kreisangehörige Gemeinde,5.19,140,63,77,27,21481,"10,568335","53,384993",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lütau,Dalldorf,010535343022,Kreisangehörige Gemeinde,6.05,349,168,181,58,21483,"10,610487","53,435521",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lütau,Juliusburg,010535343058,Kreisangehörige Gemeinde,6.03,170,80,90,28,21483,"10,506484","53,41715",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lütau,Krüzen,010535343073,Kreisangehörige Gemeinde,8.24,346,171,175,42,21483,"10,527113","53,401518",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lütau,Krukow,010535343074,Kreisangehörige Gemeinde,7.94,153,75,78,19,21483,"10,478187","53,418864",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lütau,Lanze,010535343082,Kreisangehörige Gemeinde,9.04,286,153,133,32,21483,"10,604387","53,386341",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lütau,Lütau,010535343087,Kreisangehörige Gemeinde,11.24,710,358,352,63,21483,"10,545404","53,435861",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lütau,Schnakenbek,010535343111,Kreisangehörige Gemeinde,13.02,874,426,448,67,21481,"10,50018","53,385426",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lütau,Wangelau,010535343128,Kreisangehörige Gemeinde,6.52,221,109,112,34,21483,"10,546567","53,453726",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Albsfelde,010535358001,Kreisangehörige Gemeinde,4.18,70,34,36,17,23909,"10,694451","53,679957",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Bäk,010535358004,Kreisangehörige Gemeinde,4.3,886,423,463,206,23909,"10,787081","53,716345",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Brunsmark,010535358016,Kreisangehörige Gemeinde,4.29,156,77,79,36,23883,"10,750236","53,617106",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Buchholz,010535358018,Kreisangehörige Gemeinde,2.93,240,123,117,82,23911,"10,745377","53,731393",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Einhaus,010535358026,Kreisangehörige Gemeinde,2.53,421,203,218,166,23911,"10,725697","53,714136",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Fredeburg,010535358030,Kreisangehörige Gemeinde,10.09,41,21,20,4,23909,"10,72727","53,674253",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Giesensdorf,010535358033,Kreisangehörige Gemeinde,2.73,150,69,81,55,23909,"10,713651","53,688273",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Groß Disnack,010535358040,Kreisangehörige Gemeinde,5.99,84,41,43,14,23911,"10,69059","53,741974",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Groß Grönau,010535358041,Kreisangehörige Gemeinde,4.9,3765,1814,1951,768,23627,"10,750476","53,801387",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Groß Sarau,010535358043,Kreisangehörige Gemeinde,17.08,1013,511,502,59,23627,"10,737415","53,771827",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Harmsdorf,010535358051,Kreisangehörige Gemeinde,3.57,326,172,154,91,23911,"10,725868","53,700407",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Hollenbek,010535358054,Kreisangehörige Gemeinde,7.21,434,235,199,60,23883,"10,819794","53,592298",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Horst,010535358057,Kreisangehörige Gemeinde,12.05,207,96,111,17,23883,"10,77065","53,638591",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Kittlitz,010535358062,Kreisangehörige Gemeinde,17.73,255,129,126,14,23911,"10,918244","53,664141",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Klein Zecher,010535358066,Kreisangehörige Gemeinde,9.11,235,115,120,26,23883,"10,872803","53,577413",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Kulpin,010535358078,Kreisangehörige Gemeinde,6.07,201,101,100,33,23911,"10,695812","53,71009",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Mechow,010535358088,Kreisangehörige Gemeinde,4.43,127,63,64,29,23909,"10,801815","53,717556",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Mustin,010535358093,Kreisangehörige Gemeinde,11.88,734,355,379,62,23911,"10,886235","53,68453",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Pogeez,010535358098,Kreisangehörige Gemeinde,4.51,495,245,250,110,23911,"10,729435","53,750929",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Römnitz,010535358102,Kreisangehörige Gemeinde,5.15,58,34,24,11,23909,"10,768957","53,710121",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Salem,010535358107,Kreisangehörige Gemeinde,25.1,638,309,329,25,23911,"10,827965","53,656405",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Schmilau,010535358110,Kreisangehörige Gemeinde,11.55,563,281,282,49,23911,"10,75597","53,664589",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Seedorf,010535358117,Kreisangehörige Gemeinde,27.88,501,251,250,18,23883,"10,866858","53,619223",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Sterley,010535358123,Kreisangehörige Gemeinde,21.39,932,460,472,44,23883,"10,817631","53,620115",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Lauenburgische Seen,Ziethen,010535358136,Kreisangehörige Gemeinde,11.18,1124,539,585,101,23911,"10,809322","53,693695",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Basthorst,010535373007,Kreisangehörige Gemeinde,10.82,418,209,209,39,21493,"10,47139","53,576616",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Brunstorf,010535373017,Kreisangehörige Gemeinde,13.76,738,379,359,54,21524,"10,425938","53,491554",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Dahmker,010535373021,Kreisangehörige Gemeinde,2.04,139,70,69,68,22946,"10,444516","53,587821",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Elmenhorst,010535373027,Kreisangehörige Gemeinde,12.99,844,445,399,65,21493,"10,537551","53,544876",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Fuhlenhagen,010535373031,Kreisangehörige Gemeinde,5.74,386,216,170,67,21493,"10,5266","53,572959",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Grabau,010535373036,Kreisangehörige Gemeinde,4.1,349,174,175,85,21493,"10,519825","53,513609",übrig. Schleswig-Holstein,mittlere Besiedlungsdichte
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Groß Pampau,010535373042,Kreisangehörige Gemeinde,4.31,149,70,79,35,21493,"10,560301","53,521808",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Grove,010535373045,Kreisangehörige Gemeinde,5.28,236,115,121,45,21493,"10,492067","53,528123",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Gülzow,010535373047,Kreisangehörige Gemeinde,17.07,1313,676,637,77,21483,"10,490939","53,442249",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Hamfelde,010535373049,Kreisangehörige Gemeinde,3.47,500,228,272,144,22929,"10,44893","53,597194",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Havekost,010535373052,Kreisangehörige Gemeinde,5.91,184,88,96,31,21493,"10,473088","53,539918",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Kankelau,010535373059,Kreisangehörige Gemeinde,4.21,224,113,111,53,21514,"10,56832","53,549311",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Kasseburg,010535373060,Kreisangehörige Gemeinde,7.89,578,282,296,73,22929,"10,415399","53,567213",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Köthel,010535373070,Kreisangehörige Gemeinde,1.52,262,133,129,172,22929,"10,510002","53,606936",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Kollow,010535373071,Kreisangehörige Gemeinde,8.21,609,297,312,74,21527,"10,458784","53,463155",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Kuddewörde,010535373076,Kreisangehörige Gemeinde,7.35,1372,665,707,187,22958,"10,401901","53,587291",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Möhnsen,010535373089,Kreisangehörige Gemeinde,7.47,538,278,260,72,21493,"10,469197","53,559974",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Mühlenrade,010535373091,Kreisangehörige Gemeinde,3.74,177,90,87,47,21493,"10,48775","53,595838",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Schwarzenbek-Land,Sahms,010535373106,Kreisangehörige Gemeinde,5.94,402,199,203,68,21493,"10,532723","53,525807",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Sandesneben-Nusse,Duvensee,010535391025,Kreisangehörige Gemeinde,12.39,549,264,285,44,23898,"10,568351","53,693029",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Sandesneben-Nusse,Grinau,010535391038,Kreisangehörige Gemeinde,2.74,296,148,148,108,23847,"10,549505","53,775447",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Sandesneben-Nusse,Groß Boden,010535391039,Kreisangehörige Gemeinde,2.7,209,108,101,77,23847,"10,452871","53,752722",übrig. Schleswig-Holstein,gering besiedelt
Schleswig-Holstein,,Herzogtum Lauenburg,Sandesneben-Nusse,Groß Schenkenberg,010535391044,Kreisangehörige Gemeinde,6.52,570,275,295,87,23860,"10,56488","53,793492",übrig. Schleswig-Holstein,gering besiedelt
